item_id,version_no,category_key,lang,description,notes
W05000816,1,Geog/ElecWard,en-gb,Overmonnow,
W05000817,1,Geog/ElecWard,en-gb,Portskewett,
W05000786,1,Geog/ElecWard,en-gb,Snatchwood,
W05000783,1,Geog/ElecWard,en-gb,Pontypool,
W05000782,1,Geog/ElecWard,en-gb,Pontnewynydd,
W05000781,1,Geog/ElecWard,en-gb,Pontnewydd,
W05000780,1,Geog/ElecWard,en-gb,Panteg,
W05000779,1,Geog/ElecWard,en-gb,New Inn,
W05000778,1,Geog/ElecWard,en-gb,Llanyrafon South,
W05000707,1,Geog/ElecWard,en-gb,Bedlinog,
W05000776,1,Geog/ElecWard,en-gb,Llantarnam,
W05000790,1,Geog/ElecWard,en-gb,Wainfelin,
W05000774,1,Geog/ElecWard,en-gb,Fairwater,
W05000773,1,Geog/ElecWard,en-gb,Cwmyniscoy,
W05000772,1,Geog/ElecWard,en-gb,Croesyceiliog South,
W05000771,1,Geog/ElecWard,en-gb,Croesyceiliog North,
W05000770,1,Geog/ElecWard,en-gb,Coed Eva,
W05000769,1,Geog/ElecWard,en-gb,Brynwern,
W05000768,1,Geog/ElecWard,en-gb,Blaenavon,
W05000767,1,Geog/ElecWard,en-gb,Abersychan,
W05000766,1,Geog/ElecWard,en-gb,Tredegar Central and West,
W05000765,1,Geog/ElecWard,en-gb,Six Bells,
W05000764,1,Geog/ElecWard,en-gb,Sirhowy,
W05000777,1,Geog/ElecWard,en-gb,Llanyrafon North,
W05000801,1,Geog/ElecWard,en-gb,Goetre Fawr,
W05000814,1,Geog/ElecWard,en-gb,Mill,
W05000813,1,Geog/ElecWard,en-gb,Mardy,
W05000812,1,Geog/ElecWard,en-gb,Llanwenarth Ultra,
W05000811,1,Geog/ElecWard,en-gb,Llantilio Crossenny,
W05000810,1,Geog/ElecWard,en-gb,Llanover,
W05000809,1,Geog/ElecWard,en-gb,Llangybi Fawr,
W05000808,1,Geog/ElecWard,en-gb,Llanfoist Fawr,
W05000807,1,Geog/ElecWard,en-gb,Llanelly Hill,
W05000806,1,Geog/ElecWard,en-gb,Llanbadoc,
W05000805,1,Geog/ElecWard,en-gb,Larkfield,
W05000804,1,Geog/ElecWard,en-gb,Lansdown,
W05000788,1,Geog/ElecWard,en-gb,Two Locks,
W05000802,1,Geog/ElecWard,en-gb,Green Lane,
W05000789,1,Geog/ElecWard,en-gb,Upper Cwmbran,
W05000800,1,Geog/ElecWard,en-gb,Drybridge,
W05000799,1,Geog/ElecWard,en-gb,Dixton with Osbaston,
W05000798,1,Geog/ElecWard,en-gb,Dewstow,
W05000797,1,Geog/ElecWard,en-gb,Devauden,
W05000796,1,Geog/ElecWard,en-gb,Crucorney,
W05000795,1,Geog/ElecWard,en-gb,Croesonen,
W05000794,1,Geog/ElecWard,en-gb,Castle,
W05000793,1,Geog/ElecWard,en-gb,Cantref,
W05000792,1,Geog/ElecWard,en-gb,Caldicot Castle,
W05000791,1,Geog/ElecWard,en-gb,Caerwent,
W05000761,1,Geog/ElecWard,en-gb,Llanhilleth,
W05000803,1,Geog/ElecWard,en-gb,Grofield,
W05000721,1,Geog/ElecWard,en-gb,Argoed,
W05000945,1,Geog/ElecWard,en-gb,Rassau,
W05000923,1,Geog/ElecWard,en-gb,Morgan Jones,
W05000922,1,Geog/ElecWard,en-gb,Maesycwmmer,
W05000921,1,Geog/ElecWard,en-gb,Llanbradach,
W05000730,1,Geog/ElecWard,en-gb,Hengoed,
W05000729,1,Geog/ElecWard,en-gb,Gilfach,
W05000728,1,Geog/ElecWard,en-gb,Darren Valley,
W05000920,1,Geog/ElecWard,en-gb,Crumlin,
W05000726,1,Geog/ElecWard,en-gb,Crosskeys,
W05000919,1,Geog/ElecWard,en-gb,Cefn Fforest,
W05000724,1,Geog/ElecWard,en-gb,Blackwood,
W05000735,1,Geog/ElecWard,en-gb,Nelson,
W05000722,1,Geog/ElecWard,en-gb,Bargoed,
W05000737,1,Geog/ElecWard,en-gb,New Tredegar,
W05000719,1,Geog/ElecWard,en-gb,Abercarn,
W05000718,1,Geog/ElecWard,en-gb,Aberbargoed,
W05000720,1,Geog/ElecWard,en-gb,Aber Valley,
W05000895,1,Geog/ElecWard,en-gb,Vaynor,
W05000716,1,Geog/ElecWard,en-gb,Treharris,
W05000715,1,Geog/ElecWard,en-gb,Town,
W05000714,1,Geog/ElecWard,en-gb,Plymouth,
W05000713,1,Geog/ElecWard,en-gb,Penydarren,
W05000712,1,Geog/ElecWard,en-gb,Park,
W05000711,1,Geog/ElecWard,en-gb,Merthyr Vale,
W05000710,1,Geog/ElecWard,en-gb,Gurnos,
W05000723,1,Geog/ElecWard,en-gb,"Bedwas, Trethomas and Machen",
W05000748,1,Geog/ElecWard,en-gb,Twyn Carno,
W05000631,1,Geog/ElecWard,en-gb,Ynysawdre,
W05000760,1,Geog/ElecWard,en-gb,Georgetown,
W05000943,1,Geog/ElecWard,en-gb,Ebbw Vale South,
W05000942,1,Geog/ElecWard,en-gb,Ebbw Vale North,
W05000941,1,Geog/ElecWard,en-gb,Cwmtillery,
W05000940,1,Geog/ElecWard,en-gb,Cwm,
W05000939,1,Geog/ElecWard,en-gb,Brynmawr,
W05000938,1,Geog/ElecWard,en-gb,Blaina,
W05000937,1,Geog/ElecWard,en-gb,Beaufort,
W05000936,1,Geog/ElecWard,en-gb,Badminton,
W05000751,1,Geog/ElecWard,en-gb,Abertillery,
W05000734,1,Geog/ElecWard,en-gb,Moriah,
W05000749,1,Geog/ElecWard,en-gb,Ynysddu,
W05000944,1,Geog/ElecWard,en-gb,Nantyglo,
W05000818,1,Geog/ElecWard,en-gb,Priory,
W05000819,1,Geog/ElecWard,en-gb,Raglan,
W05000820,1,Geog/ElecWard,en-gb,Rogiet,
W05000929,1,Geog/ElecWard,en-gb,Risca West,
W05000928,1,Geog/ElecWard,en-gb,Risca East,
W05000742,1,Geog/ElecWard,en-gb,Pontlottyn,
W05000927,1,Geog/ElecWard,en-gb,Pontllanfraith,
W05000926,1,Geog/ElecWard,en-gb,Penyrheol,
W05000925,1,Geog/ElecWard,en-gb,Penmaen,
W05000924,1,Geog/ElecWard,en-gb,Pengam,
W05000736,1,Geog/ElecWard,en-gb,Newbridge,
W05000750,1,Geog/ElecWard,en-gb,Ystrad Mynach,
W05000493,1,Geog/ElecWard,en-gb,Llangunnor,
W05000505,1,Geog/ElecWard,en-gb,Quarter Bach,
W05000504,1,Geog/ElecWard,en-gb,Pontyberem,
W05000503,1,Geog/ElecWard,en-gb,Pontamman,
W05000502,1,Geog/ElecWard,en-gb,Penygroes,
W05000501,1,Geog/ElecWard,en-gb,Pembrey,
W05000500,1,Geog/ElecWard,en-gb,Manordeilo and Salem,
W05000499,1,Geog/ElecWard,en-gb,Llwynhendy,
W05000498,1,Geog/ElecWard,en-gb,Lliedi,
W05000497,1,Geog/ElecWard,en-gb,Llanybydder,
W05000496,1,Geog/ElecWard,en-gb,Llansteffan,
W05000481,1,Geog/ElecWard,en-gb,Laugharne Township,
W05000494,1,Geog/ElecWard,en-gb,Llangyndeyrn,
W05000841,1,Geog/ElecWard,en-gb,Liswerry,
W05000492,1,Geog/ElecWard,en-gb,Llangennech,
W05000491,1,Geog/ElecWard,en-gb,Llangeler,
W05000490,1,Geog/ElecWard,en-gb,Llangadog,
W05000489,1,Geog/ElecWard,en-gb,Llanfihangel-ar-Arth,
W05000488,1,Geog/ElecWard,en-gb,Llanfihangel Aberbythych,
W05000487,1,Geog/ElecWard,en-gb,Llanegwad,
W05000486,1,Geog/ElecWard,en-gb,Llandybie,
W05000485,1,Geog/ElecWard,en-gb,Llandovery,
W05000484,1,Geog/ElecWard,en-gb,Llandeilo,
W05000483,1,Geog/ElecWard,en-gb,Llanddarog,
W05000630,1,Geog/ElecWard,en-gb,Sarn,
W05000495,1,Geog/ElecWard,en-gb,Llannon,
W05000519,1,Geog/ElecWard,en-gb,Cockett,
W05000532,1,Geog/ElecWard,en-gb,Lower Loughor,
W05000633,1,Geog/ElecWard,en-gb,Buttrills,
W05000530,1,Geog/ElecWard,en-gb,Llangyfelach,
W05000529,1,Geog/ElecWard,en-gb,Landore,
W05000528,1,Geog/ElecWard,en-gb,Kingsbridge,
W05000527,1,Geog/ElecWard,en-gb,Killay South,
W05000526,1,Geog/ElecWard,en-gb,Killay North,
W05000525,1,Geog/ElecWard,en-gb,Gowerton,
W05000524,1,Geog/ElecWard,en-gb,Gower,
W05000523,1,Geog/ElecWard,en-gb,Gorseinon,
W05000522,1,Geog/ElecWard,en-gb,Fairwood,
W05000508,1,Geog/ElecWard,en-gb,Saron,
W05000520,1,Geog/ElecWard,en-gb,Cwmbwrla,
W05000842,1,Geog/ElecWard,en-gb,Llanwern,
W05000518,1,Geog/ElecWard,en-gb,Clydach,
W05000517,1,Geog/ElecWard,en-gb,Castle,
W05000516,1,Geog/ElecWard,en-gb,Bonymaen,
W05000515,1,Geog/ElecWard,en-gb,Bishopston,
W05000514,1,Geog/ElecWard,en-gb,Whitland,
W05000513,1,Geog/ElecWard,en-gb,Tyisha,
W05000512,1,Geog/ElecWard,en-gb,Tycroes,
W05000511,1,Geog/ElecWard,en-gb,Trimsaran,
W05000510,1,Geog/ElecWard,en-gb,Trelech,
W05000509,1,Geog/ElecWard,en-gb,Swiss Valley,
W05000480,1,Geog/ElecWard,en-gb,Kidwelly,
W05000521,1,Geog/ElecWard,en-gb,Dunvant,
W05000439,1,Geog/ElecWard,en-gb,Pembroke Dock: Market,
W05000843,1,Geog/ElecWard,en-gb,Malpas,
W05000844,1,Geog/ElecWard,en-gb,Marshfield,
W05000452,1,Geog/ElecWard,en-gb,Solva,
W05000451,1,Geog/ElecWard,en-gb,Scleddau,
W05000450,1,Geog/ElecWard,en-gb,Saundersfoot,
W05000958,1,Geog/ElecWard,en-gb,Rudbaxton,
W05000445,1,Geog/ElecWard,en-gb,Penally,
W05000845,1,Geog/ElecWard,en-gb,Pillgwenlly,
W05000846,1,Geog/ElecWard,en-gb,Ringland,
W05000847,1,Geog/ElecWard,en-gb,Rogerstone,
W05000482,1,Geog/ElecWard,en-gb,Llanboidy,
W05000440,1,Geog/ElecWard,en-gb,Pembroke Dock: Pennar,
W05000455,1,Geog/ElecWard,en-gb,The Havens,
W05000438,1,Geog/ElecWard,en-gb,Pembroke Dock: Llanion,
W05000437,1,Geog/ElecWard,en-gb,Pembroke Dock: Central,
W05000436,1,Geog/ElecWard,en-gb,Neyland: West,
W05000435,1,Geog/ElecWard,en-gb,Neyland: East,
W05000434,1,Geog/ElecWard,en-gb,Newport,
W05000433,1,Geog/ElecWard,en-gb,Narberth Rural,
W05000432,1,Geog/ElecWard,en-gb,Narberth,
W05000431,1,Geog/ElecWard,en-gb,Milford: West,
W05000430,1,Geog/ElecWard,en-gb,Milford: North,
W05000429,1,Geog/ElecWard,en-gb,Milford: Hubberston,
W05000428,1,Geog/ElecWard,en-gb,Milford: Hakin,
W05000441,1,Geog/ElecWard,en-gb,Pembroke: Monkton,
W05000466,1,Geog/ElecWard,en-gb,Cenarth,
W05000479,1,Geog/ElecWard,en-gb,Hengoed,
W05000478,1,Geog/ElecWard,en-gb,Hendy,
W05000477,1,Geog/ElecWard,en-gb,Gorslas,
W05000476,1,Geog/ElecWard,en-gb,Glyn,
W05000475,1,Geog/ElecWard,en-gb,Glanymor,
W05000474,1,Geog/ElecWard,en-gb,Glanamman,
W05000473,1,Geog/ElecWard,en-gb,Garnant,
W05000472,1,Geog/ElecWard,en-gb,Felinfoel,
W05000471,1,Geog/ElecWard,en-gb,Elli,
W05000470,1,Geog/ElecWard,en-gb,Dafen,
W05000469,1,Geog/ElecWard,en-gb,Cynwyl Gaeo,
W05000453,1,Geog/ElecWard,en-gb,Tenby: North,
W05000467,1,Geog/ElecWard,en-gb,Cilycwm,
W05000454,1,Geog/ElecWard,en-gb,Tenby: South,
W05000465,1,Geog/ElecWard,en-gb,Carmarthen Town West,
W05000464,1,Geog/ElecWard,en-gb,Carmarthen Town South,
W05000463,1,Geog/ElecWard,en-gb,Carmarthen Town North,
W05000462,1,Geog/ElecWard,en-gb,Bynea,
W05000461,1,Geog/ElecWard,en-gb,Burry Port,
W05000460,1,Geog/ElecWard,en-gb,Bigyn,
W05000459,1,Geog/ElecWard,en-gb,Betws,
W05000458,1,Geog/ElecWard,en-gb,Ammanford,
W05000457,1,Geog/ElecWard,en-gb,Abergwili,
W05000456,1,Geog/ElecWard,en-gb,Wiston,
W05000533,1,Geog/ElecWard,en-gb,Mawr,
W05000468,1,Geog/ElecWard,en-gb,Cynwyl Elfed,
W05000590,1,Geog/ElecWard,en-gb,Tonna,
W05000602,1,Geog/ElecWard,en-gb,Cefn Cribwr,
W05000601,1,Geog/ElecWard,en-gb,Caerau,
W05000897,1,Geog/ElecWard,en-gb,"Bryntirion, Laleston and Merthyr Mawr",
W05000599,1,Geog/ElecWard,en-gb,Bryncoch,
W05000598,1,Geog/ElecWard,en-gb,Bryncethin,
W05000896,1,Geog/ElecWard,en-gb,Brackla,
W05000596,1,Geog/ElecWard,en-gb,Blaengarw,
W05000595,1,Geog/ElecWard,en-gb,Blackmill,
W05000594,1,Geog/ElecWard,en-gb,Bettws,
W05000593,1,Geog/ElecWard,en-gb,Aberkenfig,
W05000534,1,Geog/ElecWard,en-gb,Mayals,
W05000591,1,Geog/ElecWard,en-gb,Trebanos,
W05000605,1,Geog/ElecWard,en-gb,Cornelly,
W05000589,1,Geog/ElecWard,en-gb,Tai-bach,
W05000588,1,Geog/ElecWard,en-gb,Seven Sisters,
W05000587,1,Geog/ElecWard,en-gb,Sandfields West,
W05000586,1,Geog/ElecWard,en-gb,Sandfields East,
W05000585,1,Geog/ElecWard,en-gb,Rhos,
W05000584,1,Geog/ElecWard,en-gb,Resolven,
W05000583,1,Geog/ElecWard,en-gb,Port Talbot,
W05000582,1,Geog/ElecWard,en-gb,Pontardawe,
W05000581,1,Geog/ElecWard,en-gb,Pelenna,
W05000531,1,Geog/ElecWard,en-gb,Llansamlet,
W05000579,1,Geog/ElecWard,en-gb,Neath South,
W05000592,1,Geog/ElecWard,en-gb,Ystalyfera,
W05000616,1,Geog/ElecWard,en-gb,Nant-y-moel,
W05000629,1,Geog/ElecWard,en-gb,Rest Bay,
W05000628,1,Geog/ElecWard,en-gb,Pyle,
W05000627,1,Geog/ElecWard,en-gb,Porthcawl West Central,
W05000626,1,Geog/ElecWard,en-gb,Porthcawl East Central,
W05000625,1,Geog/ElecWard,en-gb,Pontycymmer,
W05000624,1,Geog/ElecWard,en-gb,Pen-y-fai,
W05000623,1,Geog/ElecWard,en-gb,Penprysg,
W05000622,1,Geog/ElecWard,en-gb,Pendre,
W05000899,1,Geog/ElecWard,en-gb,Oldcastle,
W05000620,1,Geog/ElecWard,en-gb,Ogmore Vale,
W05000619,1,Geog/ElecWard,en-gb,Nottage,
W05000603,1,Geog/ElecWard,en-gb,Cefn Glas,
W05000617,1,Geog/ElecWard,en-gb,Newcastle,
W05000604,1,Geog/ElecWard,en-gb,Coity,
W05000615,1,Geog/ElecWard,en-gb,Morfa,
W05000614,1,Geog/ElecWard,en-gb,Maesteg West,
W05000613,1,Geog/ElecWard,en-gb,Maesteg East,
W05000612,1,Geog/ElecWard,en-gb,Llangynwyd,
W05000611,1,Geog/ElecWard,en-gb,Llangewydd and Brynhyfryd,
W05000610,1,Geog/ElecWard,en-gb,Llangeinor,
W05000609,1,Geog/ElecWard,en-gb,Litchard,
W05000608,1,Geog/ElecWard,en-gb,Hendre,
W05000607,1,Geog/ElecWard,en-gb,Felindre,
W05000898,1,Geog/ElecWard,en-gb,Coychurch Lower,
W05000578,1,Geog/ElecWard,en-gb,Neath North,
W05000618,1,Geog/ElecWard,en-gb,Newton,
W05000840,1,Geog/ElecWard,en-gb,Langstone,
W05000836,1,Geog/ElecWard,en-gb,Bettws,
W05000580,1,Geog/ElecWard,en-gb,Onllwyn,
W05000838,1,Geog/ElecWard,en-gb,Gaer,
W05000839,1,Geog/ElecWard,en-gb,Graig,
W05000555,1,Geog/ElecWard,en-gb,Blaengwrach,
W05000554,1,Geog/ElecWard,en-gb,Baglan,
W05000553,1,Geog/ElecWard,en-gb,Allt-wen,
W05000552,1,Geog/ElecWard,en-gb,Aberdulais,
W05000551,1,Geog/ElecWard,en-gb,Aberavon,
W05000550,1,Geog/ElecWard,en-gb,West Cross,
W05000549,1,Geog/ElecWard,en-gb,Upper Loughor,
W05000577,1,Geog/ElecWard,en-gb,Neath East,
W05000547,1,Geog/ElecWard,en-gb,Townhill,
W05000835,1,Geog/ElecWard,en-gb,Beechwood,
W05000546,1,Geog/ElecWard,en-gb,Sketty,
W05000544,1,Geog/ElecWard,en-gb,Pontardulais,
W05000543,1,Geog/ElecWard,en-gb,Penyrheol,
W05000542,1,Geog/ElecWard,en-gb,Pennard,
W05000541,1,Geog/ElecWard,en-gb,Penllergaer,
W05000540,1,Geog/ElecWard,en-gb,Penderry,
W05000539,1,Geog/ElecWard,en-gb,Penclawdd,
W05000538,1,Geog/ElecWard,en-gb,Oystermouth,
W05000537,1,Geog/ElecWard,en-gb,Newton,
W05000536,1,Geog/ElecWard,en-gb,Mynyddbach,
W05000535,1,Geog/ElecWard,en-gb,Morriston,
W05000548,1,Geog/ElecWard,en-gb,Uplands,
W05000564,1,Geog/ElecWard,en-gb,Coedffranc North,
W05000576,1,Geog/ElecWard,en-gb,Margam,
W05000575,1,Geog/ElecWard,en-gb,Lower Brynamman,
W05000574,1,Geog/ElecWard,en-gb,Gwynfi,
W05000573,1,Geog/ElecWard,en-gb,Gwaun-Cae-Gurwen,
W05000572,1,Geog/ElecWard,en-gb,Godre'r graig,
W05000571,1,Geog/ElecWard,en-gb,Glynneath,
W05000570,1,Geog/ElecWard,en-gb,Glyncorrwg,
W05000569,1,Geog/ElecWard,en-gb,Dyffryn,
W05000568,1,Geog/ElecWard,en-gb,Cymmer,
W05000567,1,Geog/ElecWard,en-gb,Cwmllynfell,
W05000837,1,Geog/ElecWard,en-gb,Caerleon,
W05000565,1,Geog/ElecWard,en-gb,Coedffranc West,
W05000834,1,Geog/ElecWard,en-gb,Alway,
W05000556,1,Geog/ElecWard,en-gb,Briton Ferry East,
W05000833,1,Geog/ElecWard,en-gb,Allt-yr-yn,
W05000832,1,Geog/ElecWard,en-gb,Wyesham,
W05000831,1,Geog/ElecWard,en-gb,West End,
W05000566,1,Geog/ElecWard,en-gb,Crynant,
W05000830,1,Geog/ElecWard,en-gb,Usk,
W05000563,1,Geog/ElecWard,en-gb,Coedffranc Central,
W05000557,1,Geog/ElecWard,en-gb,Briton Ferry West,
W05000558,1,Geog/ElecWard,en-gb,Bryn and Cwmavon,
W05000559,1,Geog/ElecWard,en-gb,Bryn-coch North,
W05000560,1,Geog/ElecWard,en-gb,Bryn-coch South,
W05000561,1,Geog/ElecWard,en-gb,Cadoxton,
W05000562,1,Geog/ElecWard,en-gb,Cimla,
E12000006,1,Geog/ITL1,en-gb,East of England,
E12000004,1,Geog/ITL1,en-gb,East Midlands,
E12000007,1,Geog/ITL1,en-gb,London,
E12000001,1,Geog/ITL1,en-gb,North East,
E12000002,1,Geog/ITL1,en-gb,North West,
E12000008,1,Geog/ITL1,en-gb,South East,
E12000009,1,Geog/ITL1,en-gb,South West,
E12000005,1,Geog/ITL1,en-gb,West Midlands,
E12000003,1,Geog/ITL1,en-gb,Yorkshire and the Humber,
572,1,Geog/FireAuth,en-gb,Mid and West Wales Fire and Rescue Service,
574,1,Geog/FireAuth,en-gb,North Wales Fire and Rescue Service,
576,1,Geog/FireAuth,en-gb,South Wales Fire and Rescue Service,
512,1,Geog/LA,en-gb,Isle of Anglesey,
514,1,Geog/LA,en-gb,Gwynedd,
516,1,Geog/LA,en-gb,Conwy,
518,1,Geog/LA,en-gb,Denbighshire,
520,1,Geog/LA,en-gb,Flintshire,
522,1,Geog/LA,en-gb,Wrexham,
524,1,Geog/LA,en-gb,Powys,
526,1,Geog/LA,en-gb,Ceredigion,
528,1,Geog/LA,en-gb,Pembrokeshire,
530,1,Geog/LA,en-gb,Carmarthenshire,
532,1,Geog/LA,en-gb,Swansea,
534,1,Geog/LA,en-gb,Neath Port Talbot,
536,1,Geog/LA,en-gb,Bridgend,
538,1,Geog/LA,en-gb,Vale of Glamorgan,
540,1,Geog/LA,en-gb,Rhondda Cynon Taf,
542,1,Geog/LA,en-gb,Merthyr Tydfil,
544,1,Geog/LA,en-gb,Caerphilly,
545,1,Geog/LA,en-gb,Blaenau Gwent,
546,1,Geog/LA,en-gb,Torfaen,
548,1,Geog/LA,en-gb,Monmouthshire,
550,1,Geog/LA,en-gb,Newport,
552,1,Geog/LA,en-gb,Cardiff,
512i,1,Geog/LANP,en-gb,Isle of Anglesey inside National Park,
514i,1,Geog/LANP,en-gb,Gwynedd inside National Park,
516i,1,Geog/LANP,en-gb,Conwy inside National Park,
518i,1,Geog/LANP,en-gb,Denbighshire inside National Park,
520i,1,Geog/LANP,en-gb,Flintshire inside National Park,
522i,1,Geog/LANP,en-gb,Wrexham inside National Park,
524i,1,Geog/LANP,en-gb,Powys inside National Park,
526i,1,Geog/LANP,en-gb,Ceredigion inside National Park,
528i,1,Geog/LANP,en-gb,Pembrokeshire inside National Park,
530i,1,Geog/LANP,en-gb,Carmarthenshire inside National Park,
532i,1,Geog/LANP,en-gb,Swansea inside National Park,
534i,1,Geog/LANP,en-gb,Neath Port Talbot inside National Park,
536i,1,Geog/LANP,en-gb,Bridgend inside National Park,
538i,1,Geog/LANP,en-gb,Vale of Glamorgan inside National Park,
540i,1,Geog/LANP,en-gb,Rhondda Cynon Taf inside National Park,
542i,1,Geog/LANP,en-gb,Merthyr Tydfil inside National Park,
544i,1,Geog/LANP,en-gb,Caerphilly inside National Park,
545i,1,Geog/LANP,en-gb,Blaenau Gwent inside National Park,
546i,1,Geog/LANP,en-gb,Torfaen inside National Park,
548i,1,Geog/LANP,en-gb,Monmouthshire inside National Park,
550i,1,Geog/LANP,en-gb,Newport inside National Park,
552i,1,Geog/LANP,en-gb,Cardiff inside National Park,
512o,1,Geog/LANP,en-gb,Isle of Anglesey outside National Park,
514o,1,Geog/LANP,en-gb,Gwynedd outside National Park,
516o,1,Geog/LANP,en-gb,Conwy outside National Park,
518o,1,Geog/LANP,en-gb,Denbighshire outside National Park,
520o,1,Geog/LANP,en-gb,Flintshire outside National Park,
522o,1,Geog/LANP,en-gb,Wrexham outside National Park,
524o,1,Geog/LANP,en-gb,Powys outside National Park,
526o,1,Geog/LANP,en-gb,Ceredigion outside National Park,
528o,1,Geog/LANP,en-gb,Pembrokeshire outside National Park,
530o,1,Geog/LANP,en-gb,Carmarthenshire outside National Park,
532o,1,Geog/LANP,en-gb,Swansea outside National Park,
534o,1,Geog/LANP,en-gb,Neath Port Talbot outside National Park,
536o,1,Geog/LANP,en-gb,Bridgend outside National Park,
538o,1,Geog/LANP,en-gb,Vale of Glamorgan outside National Park,
540o,1,Geog/LANP,en-gb,Rhondda Cynon Taf outside National Park,
542o,1,Geog/LANP,en-gb,Merthyr Tydfil outside National Park,
544o,1,Geog/LANP,en-gb,Caerphilly outside National Park,
545o,1,Geog/LANP,en-gb,Blaenau Gwent outside National Park,
546o,1,Geog/LANP,en-gb,Torfaen outside National Park,
548o,1,Geog/LANP,en-gb,Monmouthshire outside National Park,
550o,1,Geog/LANP,en-gb,Newport outside National Park,
552o,1,Geog/LANP,en-gb,Cardiff outside National Park,
7A1,1,Geog/LHB,en-gb,Betsi Cadwaladr,
7A7,1,Geog/LHB,en-gb,Powys,
7A2,1,Geog/LHB,en-gb,Hywel Dda,
7A3x,1,Geog/LHB,en-gb,Abertawe Bro Morgannwg,
7A5x,1,Geog/LHB,en-gb,Cwm Taf,
7A6,1,Geog/LHB,en-gb,Aneurin Bevan,
7A4,1,Geog/LHB,en-gb,Cardiff and Vale,
7A3,1,Geog/LHB,en-gb,Swansea Bay,
7A5,1,Geog/LHB,en-gb,Cwm Taf Morgannwg,
582,1,Geog/NatPark,en-gb,Brecon Beacons National Park,
584,1,Geog/NatPark,en-gb,Pembrokeshire Coast National Park,
586,1,Geog/NatPark,en-gb,Snowdonia National Park,
TLL1,1,Geog/ITL2,en-gb,West Wales and the Valleys,
TLL2,1,Geog/ITL2,en-gb,East Wales,
TLL11,1,Geog/ITL3,en-gb,Isle of Anglesey,
TLL12,1,Geog/ITL3,en-gb,Gwynedd,
TLL13,1,Geog/ITL3,en-gb,Conwy and Denbighshire,
TLL23,1,Geog/ITL3,en-gb,Flintshire and Wrexham,
TLL24,1,Geog/ITL3,en-gb,Powys,
TLL14,1,Geog/ITL3,en-gb,"South West Wales (Ceredigion, Carmarthenshire, Pembrokeshire)",
TLL18,1,Geog/ITL3,en-gb,Swansea,
TLL17,1,Geog/ITL3,en-gb,Bridgend and Neath Port Talbot,
TLL22,1,Geog/ITL3,en-gb,Cardiff and Vale of Glamorgan,
TLL15,1,Geog/ITL3,en-gb,"Central Valleys (Merthyr Tydfil, Rhondda Cynon Taf)",
TLL16,1,Geog/ITL3,en-gb,"Gwent Valleys (Blaenau Gwent, Caerphilly, Torfaen)",
TLL21,1,Geog/ITL3,en-gb,Monmouthshire and Newport,
562,1,Geog/PolAuth,en-gb,Dyfed Powys Police,
564,1,Geog/PolAuth,en-gb,Gwent Police,
566,1,Geog/PolAuth,en-gb,North Wales Police,
568,1,Geog/PolAuth,en-gb,South Wales Police,
456,1,Geog/SenConst,en-gb,Monmouth,
447,1,Geog/SenConst,en-gb,Rhondda,
448,1,Geog/SenConst,en-gb,Cynon Valley,
451,1,Geog/SenConst,en-gb,Merthyr Tydfil and Rhymney,
452,1,Geog/SenConst,en-gb,Caerphilly,
453,1,Geog/SenConst,en-gb,Islwyn,
445,1,Geog/SenConst,en-gb,Cardiff West,
455,1,Geog/SenConst,en-gb,Torfaen,
457,1,Geog/SenConst,en-gb,Newport East,
458,1,Geog/SenConst,en-gb,Newport West,
411,1,Geog/SenConst,en-gb,Ynys Mon,
412,1,Geog/SenConst,en-gb,Arfon,
413,1,Geog/SenConst,en-gb,Aberconwy,
414,1,Geog/SenConst,en-gb,Clwyd West,
454,1,Geog/SenConst,en-gb,Blaenau Gwent,
434,1,Geog/SenConst,en-gb,Neath,
435,1,Geog/SenConst,en-gb,Aberavon,
446,1,Geog/SenConst,en-gb,Pontypridd,
437,1,Geog/SenConst,en-gb,Ogmore,
441,1,Geog/SenConst,en-gb,Vale of Glamorgan,
442,1,Geog/SenConst,en-gb,Cardiff South and Penarth,
443,1,Geog/SenConst,en-gb,Cardiff Central,
444,1,Geog/SenConst,en-gb,Cardiff North,
419,1,Geog/SenConst,en-gb,Clwyd South,
415,1,Geog/SenConst,en-gb,Vale of Clwyd,
436,1,Geog/SenConst,en-gb,Bridgend,
417,1,Geog/SenConst,en-gb,Alyn and Deeside,
427,1,Geog/SenConst,en-gb,Carmarthen East and Dinefwr,
418,1,Geog/SenConst,en-gb,Wrexham,
421,1,Geog/SenConst,en-gb,Dwyfor Meirionnydd,
422,1,Geog/SenConst,en-gb,Montgomeryshire,
423,1,Geog/SenConst,en-gb,Brecon and Radnorshire,
424,1,Geog/SenConst,en-gb,Ceredigion,
426,1,Geog/SenConst,en-gb,Carmarthen West and South Pembrokeshire,
428,1,Geog/SenConst,en-gb,Llanelli,
431,1,Geog/SenConst,en-gb,Gower,
432,1,Geog/SenConst,en-gb,Swansea West,
433,1,Geog/SenConst,en-gb,Swansea East,
416,1,Geog/SenConst,en-gb,Delyn,
425,1,Geog/SenConst,en-gb,Preseli Pembrokeshire,
450,1,Geog/SenReg,en-gb,South Wales East,
410,1,Geog/SenReg,en-gb,North Wales,
440,1,Geog/SenReg,en-gb,South Wales Central,
