fact,value,Area_id,DataType_id,Domain_id
44682,13,W01001698,RANK,HOUS
44683,485,W01001698,RANK,COMS
44684,38,W01001698,RANK,PHYS
44685,3,W01001699,DEC,ATS
44686,2,W01001699,DEC,COMS
44687,4,W01001699,DEC,ED
44688,3,W01001699,DEC,EMPL
44689,1,W01001699,DEC,HEAL
44690,1,W01001699,DEC,HOUS
44691,1,W01001699,DEC,INCOM
44692,1,W01001699,DEC,PHYS
44693,1,W01001699,DEC,WIMD
44694,1,W01001699,QUIN,WIMD
44695,1,W01001699,QUIN,INCOM
44696,2,W01001699,QUIN,EMPL
44697,1,W01001699,QUIN,HEAL
44698,2,W01001699,QUIN,ED
44699,2,W01001699,QUIN,ATS
44700,1,W01001699,QUIN,HOUS
44701,1,W01001699,QUIN,COMS
44702,1,W01001699,QUIN,PHYS
44703,150,W01001699,RANK,WIMD
44704,121,W01001699,RANK,INCOM
44705,393,W01001699,RANK,EMPL
44706,56,W01001699,RANK,HEAL
44707,676,W01001699,RANK,ED
44708,463,W01001699,RANK,ATS
44709,116,W01001699,RANK,HOUS
44710,360,W01001699,RANK,COMS
44711,79,W01001699,RANK,PHYS
44712,5,W01001702,DEC,ATS
44713,5,W01001702,DEC,COMS
44714,2,W01001702,DEC,ED
44715,3,W01001702,DEC,EMPL
44716,4,W01001702,DEC,HEAL
44717,9,W01001702,DEC,HOUS
44718,3,W01001702,DEC,INCOM
44719,5,W01001702,DEC,PHYS
44720,3,W01001702,DEC,WIMD
44721,2,W01001702,QUIN,WIMD
44722,2,W01001702,QUIN,INCOM
44723,2,W01001702,QUIN,EMPL
44724,2,W01001702,QUIN,HEAL
44725,1,W01001702,QUIN,ED
44726,3,W01001702,QUIN,ATS
44727,5,W01001702,QUIN,HOUS
44728,3,W01001702,QUIN,COMS
44729,3,W01001702,QUIN,PHYS
44730,564,W01001702,RANK,WIMD
44731,485,W01001702,RANK,INCOM
44732,556,W01001702,RANK,EMPL
44733,589,W01001702,RANK,HEAL
44734,303,W01001702,RANK,ED
44735,848,W01001702,RANK,ATS
44736,1552,W01001702,RANK,HOUS
44737,846,W01001702,RANK,COMS
44738,924,W01001702,RANK,PHYS
44739,4,W01001703,DEC,ATS
44740,4,W01001703,DEC,COMS
44741,1,W01001703,DEC,ED
44742,1,W01001703,DEC,EMPL
44743,1,W01001703,DEC,HEAL
44744,4,W01001703,DEC,HOUS
44745,1,W01001703,DEC,INCOM
44746,4,W01001703,DEC,PHYS
44747,1,W01001703,DEC,WIMD
44748,1,W01001703,QUIN,WIMD
44749,1,W01001703,QUIN,INCOM
44750,1,W01001703,QUIN,EMPL
44751,1,W01001703,QUIN,HEAL
44752,1,W01001703,QUIN,ED
44753,2,W01001703,QUIN,ATS
44754,2,W01001703,QUIN,HOUS
44755,2,W01001703,QUIN,COMS
44756,2,W01001703,QUIN,PHYS
44757,104,W01001703,RANK,WIMD
44758,100,W01001703,RANK,INCOM
44759,123,W01001703,RANK,EMPL
44760,118,W01001703,RANK,HEAL
44761,74,W01001703,RANK,ED
44762,610,W01001703,RANK,ATS
44763,717,W01001703,RANK,HOUS
44764,651,W01001703,RANK,COMS
44765,667,W01001703,RANK,PHYS
44766,2,W01001704,DEC,ATS
44767,4,W01001704,DEC,COMS
44768,1,W01001704,DEC,ED
44769,1,W01001704,DEC,EMPL
44770,1,W01001704,DEC,HEAL
44771,4,W01001704,DEC,HOUS
44772,1,W01001704,DEC,INCOM
44773,3,W01001704,DEC,PHYS
44774,1,W01001704,DEC,WIMD
44775,1,W01001704,QUIN,WIMD
44776,1,W01001704,QUIN,INCOM
44777,1,W01001704,QUIN,EMPL
44778,1,W01001704,QUIN,HEAL
44779,1,W01001704,QUIN,ED
44780,1,W01001704,QUIN,ATS
44781,2,W01001704,QUIN,HOUS
44782,2,W01001704,QUIN,COMS
44783,2,W01001704,QUIN,PHYS
44784,27,W01001704,RANK,WIMD
44785,35,W01001704,RANK,INCOM
44786,68,W01001704,RANK,EMPL
44787,18,W01001704,RANK,HEAL
44788,22,W01001704,RANK,ED
44789,317,W01001704,RANK,ATS
44790,738,W01001704,RANK,HOUS
44791,584,W01001704,RANK,COMS
44792,511,W01001704,RANK,PHYS
44793,4,W01001705,DEC,ATS
44794,5,W01001705,DEC,COMS
44795,1,W01001705,DEC,ED
44796,2,W01001705,DEC,EMPL
44797,2,W01001705,DEC,HEAL
44798,7,W01001705,DEC,HOUS
44799,1,W01001705,DEC,INCOM
44800,6,W01001705,DEC,PHYS
44801,2,W01001705,DEC,WIMD
44802,1,W01001705,QUIN,WIMD
44803,1,W01001705,QUIN,INCOM
44804,1,W01001705,QUIN,EMPL
44805,1,W01001705,QUIN,HEAL
44806,1,W01001705,QUIN,ED
44807,2,W01001705,QUIN,ATS
44808,4,W01001705,QUIN,HOUS
44809,3,W01001705,QUIN,COMS
44810,3,W01001705,QUIN,PHYS
44811,234,W01001705,RANK,WIMD
44812,171,W01001705,RANK,INCOM
44813,299,W01001705,RANK,EMPL
44814,239,W01001705,RANK,HEAL
44815,115,W01001705,RANK,ED
44816,625,W01001705,RANK,ATS
44817,1322,W01001705,RANK,HOUS
44818,769,W01001705,RANK,COMS
44819,990,W01001705,RANK,PHYS
44820,8,W01001706,DEC,ATS
44821,4,W01001706,DEC,COMS
44822,5,W01001706,DEC,ED
44823,3,W01001706,DEC,EMPL
44824,4,W01001706,DEC,HEAL
44825,4,W01001706,DEC,HOUS
44826,4,W01001706,DEC,INCOM
44827,1,W01001706,DEC,PHYS
44828,4,W01001706,DEC,WIMD
44829,2,W01001706,QUIN,WIMD
44830,2,W01001706,QUIN,INCOM
44831,2,W01001706,QUIN,EMPL
44832,2,W01001706,QUIN,HEAL
44833,3,W01001706,QUIN,ED
44834,4,W01001706,QUIN,ATS
44835,2,W01001706,QUIN,HOUS
44836,2,W01001706,QUIN,COMS
44837,1,W01001706,QUIN,PHYS
44838,613,W01001706,RANK,WIMD
44839,580,W01001706,RANK,INCOM
44840,398,W01001706,RANK,EMPL
44841,752,W01001706,RANK,HEAL
44842,942,W01001706,RANK,ED
44843,1398,W01001706,RANK,ATS
44844,720,W01001706,RANK,HOUS
44845,630,W01001706,RANK,COMS
44846,156,W01001706,RANK,PHYS
44847,4,W01001707,DEC,ATS
44848,2,W01001707,DEC,COMS
44849,1,W01001707,DEC,ED
44850,2,W01001707,DEC,EMPL
44851,1,W01001707,DEC,HEAL
44852,4,W01001707,DEC,HOUS
44853,1,W01001707,DEC,INCOM
44854,3,W01001707,DEC,PHYS
44855,1,W01001707,DEC,WIMD
44856,1,W01001707,QUIN,WIMD
44857,1,W01001707,QUIN,INCOM
44858,1,W01001707,QUIN,EMPL
44859,1,W01001707,QUIN,HEAL
44860,1,W01001707,QUIN,ED
44861,2,W01001707,QUIN,ATS
44862,2,W01001707,QUIN,HOUS
44863,1,W01001707,QUIN,COMS
44864,2,W01001707,QUIN,PHYS
44865,116,W01001707,RANK,WIMD
44866,148,W01001707,RANK,INCOM
44867,202,W01001707,RANK,EMPL
44868,167,W01001707,RANK,HEAL
44869,27,W01001707,RANK,ED
44870,597,W01001707,RANK,ATS
44871,614,W01001707,RANK,HOUS
44872,302,W01001707,RANK,COMS
44873,476,W01001707,RANK,PHYS
44874,5,W01001708,DEC,ATS
44875,2,W01001708,DEC,COMS
44876,2,W01001708,DEC,ED
44877,1,W01001708,DEC,EMPL
44878,1,W01001708,DEC,HEAL
44879,5,W01001708,DEC,HOUS
44880,1,W01001708,DEC,INCOM
44881,4,W01001708,DEC,PHYS
44882,1,W01001708,DEC,WIMD
44883,1,W01001708,QUIN,WIMD
44884,1,W01001708,QUIN,INCOM
44885,1,W01001708,QUIN,EMPL
44886,1,W01001708,QUIN,HEAL
44887,1,W01001708,QUIN,ED
44888,3,W01001708,QUIN,ATS
44889,3,W01001708,QUIN,HOUS
44890,1,W01001708,QUIN,COMS
44891,2,W01001708,QUIN,PHYS
44892,91,W01001708,RANK,WIMD
44893,102,W01001708,RANK,INCOM
44894,64,W01001708,RANK,EMPL
44895,62,W01001708,RANK,HEAL
44896,200,W01001708,RANK,ED
44897,821,W01001708,RANK,ATS
44898,889,W01001708,RANK,HOUS
44899,333,W01001708,RANK,COMS
44900,735,W01001708,RANK,PHYS
44901,7,W01001709,DEC,ATS
44902,4,W01001709,DEC,COMS
44903,7,W01001709,DEC,ED
44904,6,W01001709,DEC,EMPL
44905,6,W01001709,DEC,HEAL
44906,2,W01001709,DEC,HOUS
44907,5,W01001709,DEC,INCOM
44908,1,W01001709,DEC,PHYS
44909,5,W01001709,DEC,WIMD
44910,3,W01001709,QUIN,WIMD
44911,3,W01001709,QUIN,INCOM
44912,3,W01001709,QUIN,EMPL
44913,3,W01001709,QUIN,HEAL
44914,4,W01001709,QUIN,ED
44915,4,W01001709,QUIN,ATS
44916,1,W01001709,QUIN,HOUS
44917,2,W01001709,QUIN,COMS
44918,1,W01001709,QUIN,PHYS
44919,786,W01001709,RANK,WIMD
44920,857,W01001709,RANK,INCOM
44921,975,W01001709,RANK,EMPL
44922,1005,W01001709,RANK,HEAL
44923,1201,W01001709,RANK,ED
44924,1217,W01001709,RANK,ATS
44925,204,W01001709,RANK,HOUS
44926,599,W01001709,RANK,COMS
44927,26,W01001709,RANK,PHYS
44928,8,W01001710,DEC,ATS
44929,7,W01001710,DEC,COMS
44930,6,W01001710,DEC,ED
44931,6,W01001710,DEC,EMPL
44932,5,W01001710,DEC,HEAL
44933,1,W01001710,DEC,HOUS
44934,3,W01001710,DEC,INCOM
44935,1,W01001710,DEC,PHYS
44936,4,W01001710,DEC,WIMD
44937,2,W01001710,QUIN,WIMD
44938,2,W01001710,QUIN,INCOM
44939,3,W01001710,QUIN,EMPL
44940,3,W01001710,QUIN,HEAL
44941,3,W01001710,QUIN,ED
44942,4,W01001710,QUIN,ATS
44943,1,W01001710,QUIN,HOUS
44944,4,W01001710,QUIN,COMS
44945,1,W01001710,QUIN,PHYS
44946,669,W01001710,RANK,WIMD
44947,566,W01001710,RANK,INCOM
44948,965,W01001710,RANK,EMPL
44949,866,W01001710,RANK,HEAL
44950,1086,W01001710,RANK,ED
44951,1339,W01001710,RANK,ATS
44952,123,W01001710,RANK,HOUS
44953,1211,W01001710,RANK,COMS
44954,18,W01001710,RANK,PHYS
44955,3,W01001711,DEC,ATS
44956,2,W01001711,DEC,COMS
44957,3,W01001711,DEC,ED
44958,3,W01001711,DEC,EMPL
44959,3,W01001711,DEC,HEAL
44960,2,W01001711,DEC,HOUS
44961,2,W01001711,DEC,INCOM
44962,1,W01001711,DEC,PHYS
44963,2,W01001711,DEC,WIMD
44964,1,W01001711,QUIN,WIMD
44965,1,W01001711,QUIN,INCOM
44966,2,W01001711,QUIN,EMPL
44967,2,W01001711,QUIN,HEAL
44968,2,W01001711,QUIN,ED
44969,2,W01001711,QUIN,ATS
44970,1,W01001711,QUIN,HOUS
44971,1,W01001711,QUIN,COMS
44972,1,W01001711,QUIN,PHYS
44973,324,W01001711,RANK,WIMD
44974,328,W01001711,RANK,INCOM
44975,471,W01001711,RANK,EMPL
44976,545,W01001711,RANK,HEAL
44977,552,W01001711,RANK,ED
44978,429,W01001711,RANK,ATS
44979,297,W01001711,RANK,HOUS
44980,205,W01001711,RANK,COMS
44981,80,W01001711,RANK,PHYS
44982,8,W01001712,DEC,ATS
44983,6,W01001712,DEC,COMS
44984,7,W01001712,DEC,ED
44985,7,W01001712,DEC,EMPL
44986,6,W01001712,DEC,HEAL
44987,1,W01001712,DEC,HOUS
44988,7,W01001712,DEC,INCOM
44989,1,W01001712,DEC,PHYS
44990,6,W01001712,DEC,WIMD
44991,3,W01001712,QUIN,WIMD
44992,4,W01001712,QUIN,INCOM
44993,4,W01001712,QUIN,EMPL
44994,3,W01001712,QUIN,HEAL
44995,4,W01001712,QUIN,ED
44996,4,W01001712,QUIN,ATS
44997,1,W01001712,QUIN,HOUS
44998,3,W01001712,QUIN,COMS
44999,1,W01001712,QUIN,PHYS
45000,1062,W01001712,RANK,WIMD
45001,1201,W01001712,RANK,INCOM
45002,1167,W01001712,RANK,EMPL
45003,960,W01001712,RANK,HEAL
45004,1277,W01001712,RANK,ED
45005,1483,W01001712,RANK,ATS
45006,169,W01001712,RANK,HOUS
45007,1026,W01001712,RANK,COMS
45008,168,W01001712,RANK,PHYS
45009,9,W01001713,DEC,ATS
45010,5,W01001713,DEC,COMS
45011,7,W01001713,DEC,ED
45012,5,W01001713,DEC,EMPL
45013,6,W01001713,DEC,HEAL
45014,1,W01001713,DEC,HOUS
45015,4,W01001713,DEC,INCOM
45016,1,W01001713,DEC,PHYS
45017,4,W01001713,DEC,WIMD
45018,2,W01001713,QUIN,WIMD
45019,2,W01001713,QUIN,INCOM
45020,3,W01001713,QUIN,EMPL
45021,3,W01001713,QUIN,HEAL
45022,4,W01001713,QUIN,ED
45023,5,W01001713,QUIN,ATS
45024,1,W01001713,QUIN,HOUS
45025,3,W01001713,QUIN,COMS
45026,1,W01001713,QUIN,PHYS
45027,670,W01001713,RANK,WIMD
45028,716,W01001713,RANK,INCOM
45029,900,W01001713,RANK,EMPL
45030,1135,W01001713,RANK,HEAL
45031,1259,W01001713,RANK,ED
45032,1541,W01001713,RANK,ATS
45033,17,W01001713,RANK,HOUS
45034,923,W01001713,RANK,COMS
45035,14,W01001713,RANK,PHYS
45036,10,W01001714,DEC,ATS
45037,6,W01001714,DEC,COMS
45038,10,W01001714,DEC,ED
45039,9,W01001714,DEC,EMPL
45040,9,W01001714,DEC,HEAL
45041,8,W01001714,DEC,HOUS
45042,10,W01001714,DEC,INCOM
45043,1,W01001714,DEC,PHYS
45044,9,W01001714,DEC,WIMD
45045,5,W01001714,QUIN,WIMD
45046,5,W01001714,QUIN,INCOM
45047,5,W01001714,QUIN,EMPL
45048,5,W01001714,QUIN,HEAL
45049,5,W01001714,QUIN,ED
45050,5,W01001714,QUIN,ATS
45051,4,W01001714,QUIN,HOUS
45052,3,W01001714,QUIN,COMS
45053,1,W01001714,QUIN,PHYS
45054,1637,W01001714,RANK,WIMD
45055,1753,W01001714,RANK,INCOM
45056,1705,W01001714,RANK,EMPL
45057,1637,W01001714,RANK,HEAL
45058,1822,W01001714,RANK,ED
45059,1763,W01001714,RANK,ATS
45060,1401,W01001714,RANK,HOUS
45061,1039,W01001714,RANK,COMS
45062,40,W01001714,RANK,PHYS
45063,9,W01001715,DEC,ATS
45064,8,W01001715,DEC,COMS
45065,10,W01001715,DEC,ED
45066,7,W01001715,DEC,EMPL
45067,9,W01001715,DEC,HEAL
45068,3,W01001715,DEC,HOUS
45069,7,W01001715,DEC,INCOM
45070,3,W01001715,DEC,PHYS
45071,8,W01001715,DEC,WIMD
45072,4,W01001715,QUIN,WIMD
45073,4,W01001715,QUIN,INCOM
45074,4,W01001715,QUIN,EMPL
45075,5,W01001715,QUIN,HEAL
45076,5,W01001715,QUIN,ED
45077,5,W01001715,QUIN,ATS
45078,2,W01001715,QUIN,HOUS
45079,4,W01001715,QUIN,COMS
45080,2,W01001715,QUIN,PHYS
45081,1473,W01001715,RANK,WIMD
45082,1224,W01001715,RANK,INCOM
45083,1239,W01001715,RANK,EMPL
45084,1530,W01001715,RANK,HEAL
45085,1830,W01001715,RANK,ED
45086,1551,W01001715,RANK,ATS
45087,545,W01001715,RANK,HOUS
45088,1476,W01001715,RANK,COMS
45089,385,W01001715,RANK,PHYS
45090,8,W01001716,DEC,ATS
45091,5,W01001716,DEC,COMS
45092,10,W01001716,DEC,ED
45093,8,W01001716,DEC,EMPL
45094,9,W01001716,DEC,HEAL
45095,2,W01001716,DEC,HOUS
45096,8,W01001716,DEC,INCOM
45097,1,W01001716,DEC,PHYS
45098,8,W01001716,DEC,WIMD
45099,4,W01001716,QUIN,WIMD
45100,4,W01001716,QUIN,INCOM
45101,4,W01001716,QUIN,EMPL
45102,5,W01001716,QUIN,HEAL
45103,5,W01001716,QUIN,ED
45104,4,W01001716,QUIN,ATS
45105,1,W01001716,QUIN,HOUS
45106,3,W01001716,QUIN,COMS
45107,1,W01001716,QUIN,PHYS
45108,1345,W01001716,RANK,WIMD
45109,1367,W01001716,RANK,INCOM
45110,1436,W01001716,RANK,EMPL
45111,1694,W01001716,RANK,HEAL
45112,1770,W01001716,RANK,ED
45113,1470,W01001716,RANK,ATS
45114,317,W01001716,RANK,HOUS
45115,877,W01001716,RANK,COMS
45116,42,W01001716,RANK,PHYS
45117,8,W01001717,DEC,ATS
45118,6,W01001717,DEC,COMS
45119,6,W01001717,DEC,ED
45120,6,W01001717,DEC,EMPL
45121,5,W01001717,DEC,HEAL
45122,2,W01001717,DEC,HOUS
45123,5,W01001717,DEC,INCOM
45124,1,W01001717,DEC,PHYS
45125,5,W01001717,DEC,WIMD
45126,3,W01001717,QUIN,WIMD
45127,3,W01001717,QUIN,INCOM
45128,3,W01001717,QUIN,EMPL
45129,3,W01001717,QUIN,HEAL
45130,3,W01001717,QUIN,ED
45131,4,W01001717,QUIN,ATS
45132,1,W01001717,QUIN,HOUS
45133,3,W01001717,QUIN,COMS
45134,1,W01001717,QUIN,PHYS
45135,879,W01001717,RANK,WIMD
45136,765,W01001717,RANK,INCOM
45137,1073,W01001717,RANK,EMPL
45138,896,W01001717,RANK,HEAL
45139,1077,W01001717,RANK,ED
45140,1358,W01001717,RANK,ATS
45141,205,W01001717,RANK,HOUS
45142,1102,W01001717,RANK,COMS
45143,167,W01001717,RANK,PHYS
45144,4,W01001718,DEC,ATS
45145,7,W01001718,DEC,COMS
45146,3,W01001718,DEC,ED
45147,10,W01001718,DEC,EMPL
45148,7,W01001718,DEC,HEAL
45149,1,W01001718,DEC,HOUS
45150,8,W01001718,DEC,INCOM
45151,1,W01001718,DEC,PHYS
45152,5,W01001718,DEC,WIMD
45153,3,W01001718,QUIN,WIMD
45154,4,W01001718,QUIN,INCOM
45155,5,W01001718,QUIN,EMPL
45156,4,W01001718,QUIN,HEAL
45157,2,W01001718,QUIN,ED
45158,2,W01001718,QUIN,ATS
45159,1,W01001718,QUIN,HOUS
45160,4,W01001718,QUIN,COMS
45161,1,W01001718,QUIN,PHYS
45162,895,W01001718,RANK,WIMD
45163,1512,W01001718,RANK,INCOM
45164,1808,W01001718,RANK,EMPL
45165,1334,W01001718,RANK,HEAL
45166,556,W01001718,RANK,ED
45167,738,W01001718,RANK,ATS
45168,20,W01001718,RANK,HOUS
45169,1176,W01001718,RANK,COMS
45170,55,W01001718,RANK,PHYS
45171,8,W01001719,DEC,ATS
45172,7,W01001719,DEC,COMS
45173,8,W01001719,DEC,ED
45174,10,W01001719,DEC,EMPL
45175,9,W01001719,DEC,HEAL
45176,1,W01001719,DEC,HOUS
45177,10,W01001719,DEC,INCOM
45178,2,W01001719,DEC,PHYS
45179,8,W01001719,DEC,WIMD
45180,4,W01001719,QUIN,WIMD
45181,5,W01001719,QUIN,INCOM
45182,5,W01001719,QUIN,EMPL
45183,5,W01001719,QUIN,HEAL
45184,4,W01001719,QUIN,ED
45185,4,W01001719,QUIN,ATS
45186,1,W01001719,QUIN,HOUS
45187,4,W01001719,QUIN,COMS
45188,1,W01001719,QUIN,PHYS
45189,1422,W01001719,RANK,WIMD
45190,1871,W01001719,RANK,INCOM
45191,1905,W01001719,RANK,EMPL
45192,1649,W01001719,RANK,HEAL
45193,1451,W01001719,RANK,ED
45194,1431,W01001719,RANK,ATS
45195,29,W01001719,RANK,HOUS
45196,1298,W01001719,RANK,COMS
45197,240,W01001719,RANK,PHYS
45198,4,W01001720,DEC,ATS
45199,6,W01001720,DEC,COMS
45200,3,W01001720,DEC,ED
45201,10,W01001720,DEC,EMPL
45202,7,W01001720,DEC,HEAL
45203,1,W01001720,DEC,HOUS
45204,9,W01001720,DEC,INCOM
45205,1,W01001720,DEC,PHYS
45206,5,W01001720,DEC,WIMD
45207,3,W01001720,QUIN,WIMD
45208,5,W01001720,QUIN,INCOM
45209,5,W01001720,QUIN,EMPL
45210,4,W01001720,QUIN,HEAL
45211,2,W01001720,QUIN,ED
45212,2,W01001720,QUIN,ATS
45213,1,W01001720,QUIN,HOUS
45214,3,W01001720,QUIN,COMS
45215,1,W01001720,QUIN,PHYS
45216,866,W01001720,RANK,WIMD
45217,1626,W01001720,RANK,INCOM
45218,1886,W01001720,RANK,EMPL
45219,1308,W01001720,RANK,HEAL
45220,548,W01001720,RANK,ED
45221,751,W01001720,RANK,ATS
45222,16,W01001720,RANK,HOUS
45223,976,W01001720,RANK,COMS
45224,20,W01001720,RANK,PHYS
45225,3,W01001721,DEC,ATS
45226,8,W01001721,DEC,COMS
45227,1,W01001721,DEC,ED
45228,10,W01001721,DEC,EMPL
45229,6,W01001721,DEC,HEAL
45230,1,W01001721,DEC,HOUS
45231,10,W01001721,DEC,INCOM
45232,3,W01001721,DEC,PHYS
45233,5,W01001721,DEC,WIMD
45234,3,W01001721,QUIN,WIMD
45235,5,W01001721,QUIN,INCOM
45236,5,W01001721,QUIN,EMPL
45237,3,W01001721,QUIN,HEAL
45238,1,W01001721,QUIN,ED
45239,2,W01001721,QUIN,ATS
45240,1,W01001721,QUIN,HOUS
45241,4,W01001721,QUIN,COMS
45242,2,W01001721,QUIN,PHYS
45243,911,W01001721,RANK,WIMD
45244,1798,W01001721,RANK,INCOM
45245,1881,W01001721,RANK,EMPL
45246,984,W01001721,RANK,HEAL
45247,185,W01001721,RANK,ED
45248,415,W01001721,RANK,ATS
45249,171,W01001721,RANK,HOUS
45250,1490,W01001721,RANK,COMS
45251,457,W01001721,RANK,PHYS
45252,5,W01001722,DEC,ATS
45253,7,W01001722,DEC,COMS
45254,7,W01001722,DEC,ED
45255,10,W01001722,DEC,EMPL
45256,7,W01001722,DEC,HEAL
45257,1,W01001722,DEC,HOUS
45258,9,W01001722,DEC,INCOM
45259,1,W01001722,DEC,PHYS
45260,7,W01001722,DEC,WIMD
45261,4,W01001722,QUIN,WIMD
45262,5,W01001722,QUIN,INCOM
45263,5,W01001722,QUIN,EMPL
45264,4,W01001722,QUIN,HEAL
45265,4,W01001722,QUIN,ED
45266,3,W01001722,QUIN,ATS
45267,1,W01001722,QUIN,HOUS
45268,4,W01001722,QUIN,COMS
45269,1,W01001722,QUIN,PHYS
45270,1184,W01001722,RANK,WIMD
45271,1630,W01001722,RANK,INCOM
45272,1858,W01001722,RANK,EMPL
45273,1214,W01001722,RANK,HEAL
45274,1223,W01001722,RANK,ED
45275,897,W01001722,RANK,ATS
45276,64,W01001722,RANK,HOUS
45277,1274,W01001722,RANK,COMS
45278,97,W01001722,RANK,PHYS
45279,4,W01001724,DEC,ATS
45280,8,W01001724,DEC,COMS
45281,1,W01001724,DEC,ED
45282,10,W01001724,DEC,EMPL
45283,8,W01001724,DEC,HEAL
45284,1,W01001724,DEC,HOUS
45285,10,W01001724,DEC,INCOM
45286,1,W01001724,DEC,PHYS
45287,5,W01001724,DEC,WIMD
45288,3,W01001724,QUIN,WIMD
45289,5,W01001724,QUIN,INCOM
45290,5,W01001724,QUIN,EMPL
45291,4,W01001724,QUIN,HEAL
45292,1,W01001724,QUIN,ED
45293,2,W01001724,QUIN,ATS
45294,1,W01001724,QUIN,HOUS
45295,4,W01001724,QUIN,COMS
45296,1,W01001724,QUIN,PHYS
45297,806,W01001724,RANK,WIMD
45298,1894,W01001724,RANK,INCOM
45299,1901,W01001724,RANK,EMPL
45300,1493,W01001724,RANK,HEAL
45301,106,W01001724,RANK,ED
45302,609,W01001724,RANK,ATS
45303,92,W01001724,RANK,HOUS
45304,1374,W01001724,RANK,COMS
45305,62,W01001724,RANK,PHYS
45306,3,W01001725,DEC,ATS
45307,7,W01001725,DEC,COMS
45308,2,W01001725,DEC,ED
45309,10,W01001725,DEC,EMPL
45310,10,W01001725,DEC,HEAL
45311,1,W01001725,DEC,HOUS
45312,10,W01001725,DEC,INCOM
45313,1,W01001725,DEC,PHYS
45314,5,W01001725,DEC,WIMD
45315,3,W01001725,QUIN,WIMD
45316,5,W01001725,QUIN,INCOM
45317,5,W01001725,QUIN,EMPL
45318,5,W01001725,QUIN,HEAL
45319,1,W01001725,QUIN,ED
45320,2,W01001725,QUIN,ATS
45321,1,W01001725,QUIN,HOUS
45322,4,W01001725,QUIN,COMS
45323,1,W01001725,QUIN,PHYS
45324,886,W01001725,RANK,WIMD
45325,1847,W01001725,RANK,INCOM
45326,1883,W01001725,RANK,EMPL
45327,1801,W01001725,RANK,HEAL
45328,214,W01001725,RANK,ED
45329,476,W01001725,RANK,ATS
45330,38,W01001725,RANK,HOUS
45331,1287,W01001725,RANK,COMS
45332,135,W01001725,RANK,PHYS
45333,6,W01001726,DEC,ATS
45334,5,W01001726,DEC,COMS
45335,6,W01001726,DEC,ED
45336,9,W01001726,DEC,EMPL
45337,6,W01001726,DEC,HEAL
45338,1,W01001726,DEC,HOUS
45339,7,W01001726,DEC,INCOM
45340,1,W01001726,DEC,PHYS
45341,6,W01001726,DEC,WIMD
45342,3,W01001726,QUIN,WIMD
45343,4,W01001726,QUIN,INCOM
45344,5,W01001726,QUIN,EMPL
45345,3,W01001726,QUIN,HEAL
45346,3,W01001726,QUIN,ED
45347,3,W01001726,QUIN,ATS
45348,1,W01001726,QUIN,HOUS
45349,3,W01001726,QUIN,COMS
45350,1,W01001726,QUIN,PHYS
45351,958,W01001726,RANK,WIMD
45352,1147,W01001726,RANK,INCOM
45353,1670,W01001726,RANK,EMPL
45354,979,W01001726,RANK,HEAL
45355,1026,W01001726,RANK,ED
45356,983,W01001726,RANK,ATS
45357,80,W01001726,RANK,HOUS
45358,773,W01001726,RANK,COMS
45359,96,W01001726,RANK,PHYS
45360,9,W01001727,DEC,ATS
45361,6,W01001727,DEC,COMS
45362,10,W01001727,DEC,ED
45363,8,W01001727,DEC,EMPL
45364,9,W01001727,DEC,HEAL
45365,10,W01001727,DEC,HOUS
45366,10,W01001727,DEC,INCOM
45367,5,W01001727,DEC,PHYS
45368,10,W01001727,DEC,WIMD
45369,5,W01001727,QUIN,WIMD
45370,5,W01001727,QUIN,INCOM
45371,4,W01001727,QUIN,EMPL
45372,5,W01001727,QUIN,HEAL
45373,5,W01001727,QUIN,ED
45374,5,W01001727,QUIN,ATS
45375,5,W01001727,QUIN,HOUS
45376,3,W01001727,QUIN,COMS
45377,3,W01001727,QUIN,PHYS
45378,1756,W01001727,RANK,WIMD
45379,1725,W01001727,RANK,INCOM
45380,1475,W01001727,RANK,EMPL
45381,1564,W01001727,RANK,HEAL
45382,1745,W01001727,RANK,ED
45383,1718,W01001727,RANK,ATS
45384,1826,W01001727,RANK,HOUS
45385,1072,W01001727,RANK,COMS
45386,910,W01001727,RANK,PHYS
45387,10,W01001728,DEC,ATS
45388,10,W01001728,DEC,COMS
45389,10,W01001728,DEC,ED
45390,10,W01001728,DEC,EMPL
45391,10,W01001728,DEC,HEAL
45392,10,W01001728,DEC,HOUS
45393,10,W01001728,DEC,INCOM
45394,4,W01001728,DEC,PHYS
45395,10,W01001728,DEC,WIMD
45396,5,W01001728,QUIN,WIMD
45397,5,W01001728,QUIN,INCOM
45398,5,W01001728,QUIN,EMPL
45399,5,W01001728,QUIN,HEAL
45400,5,W01001728,QUIN,ED
45401,5,W01001728,QUIN,ATS
45402,5,W01001728,QUIN,HOUS
45403,5,W01001728,QUIN,COMS
45404,2,W01001728,QUIN,PHYS
45405,1896,W01001728,RANK,WIMD
45406,1864,W01001728,RANK,INCOM
45407,1894,W01001728,RANK,EMPL
45408,1904,W01001728,RANK,HEAL
45409,1898,W01001728,RANK,ED
45410,1899,W01001728,RANK,ATS
45411,1906,W01001728,RANK,HOUS
45412,1723,W01001728,RANK,COMS
45413,578,W01001728,RANK,PHYS
45414,7,W01001729,DEC,ATS
45415,3,W01001729,DEC,COMS
45416,9,W01001729,DEC,ED
