W01001941,W06000015,1333,Cathays 11,Cathays 11,,
W01001942,W06000015,1362,Butetown 3,Butetown 3,,
W01001943,W06000015,1357,Butetown 4,Butetown 4,,
W01001944,W06000015,1358,Butetown 5,Butetown 5,,
W01001945,W06000015,1359,Grangetown 10,Grangetown 10,,
W01001946,W06000015,1363,Grangetown 11,Grangetown 11,,
W01001947,W06000015,1360,Grangetown 12,Grangetown 12,,
W01001948,W06000015,1191,Radur a Thremorgan 3,Radyr & Morganstown 3,,
W01001949,W06000015,1186,Llanishen 11,Llanishen 11,,
W01001950,W06000015,1364,Butetown 6,Butetown 6,,
W01001951,W06000015,1365,Butetown 7,Butetown 7,,
W01001952,W06000015,1366,Butetown 8,Butetown 8,,
W01001953,W06000015,1187,Llanishen 12,Llanishen 12,,
W01001954,W06000015,1192,Radur a Thremorgan 4,Radyr & Morganstown 4,,
W01001955,W06000011,866,Castell 2 Gogledd,Castle 2 North,,
W01001956,W06000011,846,Cil? 3,Killay 3,,
W01001957,W06000011,867,Castell 7 Gorllewin,Castle 7 West,,
W01001958,W06000011,868,Castell 2 De,Castle 2 South,,
W06000001,W92000004,1,Ynys M?n,Isle of Anglesey,,
W06000002,W92000004,46,Gwynedd,Gwynedd,,
W06000003,W92000004,120,Conwy,Conwy,,
W06000004,W92000004,192,Sir Ddinbych,Denbighshire,,
W06000005,W92000004,251,Sir y Fflint,Flintshire,,
W06000006,W92000004,344,Wrecsam,Wrexham,,
W06000008,W92000004,510,Ceredigion,Ceredigion,,
W06000009,W92000004,557,Sir Benfro,Pembrokeshire,,
W06000010,W92000004,629,Sir Gaerfyrddin,Carmarthenshire,,
W06000011,W92000004,742,Abertawe,Swansea,,
W06000012,W92000004,891,Castell-nedd Port Talbot,Neath Port Talbot,,
W06000013,W92000004,983,Pen-y-bont ar Ogwr,Bridgend,,
W06000014,W92000004,1072,Bro Morgannwg,Vale of Glamorgan,,
W06000015,W92000004,1152,Caerdydd,Cardiff,,
W06000016,W92000004,1367,Rhondda Cynon Taf,Rhondda Cynon Taf,,
W06000018,W92000004,1559,Caerffili,Caerphilly,,
W06000019,W92000004,1670,Blaenau Gwent,Blaenau Gwent,,
W06000020,W92000004,1718,Tor-faen,Torfaen,,
W06000021,W92000004,1779,Sir Fynwy,Monmouthshire,,
W06000022,W92000004,1836,Casnewydd,Newport,,
W06000023,W92000004,430,Powys,Powys,,
W06000024,W92000004,1522,Merthyr Tudful,Merthyr Tydfil,,
item,hierarchy,sort_order,description_cy,description_en,notes_cy,notes_en
W01000001,W06000001,20,Aberffraw a Rhosneigr 1,Aberffraw & Rhosneigr 1,,
W01000002,W06000001,21,Aberffraw a Rhosneigr 2,Aberffraw & Rhosneigr 2,,
W01000003,W06000001,2,Porth Amlwch,Amlwch Port,,
W01000004,W06000001,3,Amlwch Wledig,Amlwch Rural,,
W01000005,W06000001,29,Biwmares,Beaumaris,,
W01000006,W06000001,34,Botffordd,Bodffordd,,
W01000007,W06000001,42,Bodorgan,Bodorgan,,
W01000008,W06000001,38,Braint,Braint,,
W01000009,W06000001,22,Bryngwran,Bryngwran,,
W01000010,W06000001,25,Brynteg,Brynteg,,
W01000011,W06000001,39,Cadnant (Ynys M?n),Cadnant (Isle of Anglesey),,
W01000012,W06000001,35,Cefni,Cefni,,
W01000013,W06000001,30,Cwm Cadnant,Cwm Cadnant,,
W01000014,W06000001,36,Cyngar,Cyngar,,
W01000015,W06000001,40,Gwyngyll,Gwyngyll,,
W01000016,W06000001,7,Tref Caergybi,Holyhead Town,,
W01000017,W06000001,8,Kingsland,Kingsland,,
W01000018,W06000001,4,Llanbadrig,Llanbadrig,,
W01000019,W06000001,31,Llanbedr-goch,Llanbedrgoch,,
W01000020,W06000001,26,Llanddyfnan,Llanddyfnan,,
W01000021,W06000001,27,Llaneilian,Llaneilian,,
W01000022,W06000001,14,Llanfaethlu,Llanfaethlu,,
W01000023,W06000001,23,Llanfair-yn-Neubwll 1,Llanfair-yn-Neubwll 1,,
W01000024,W06000001,24,Llanfair-yn-Neubwll 2,Llanfair-yn-Neubwll 2,,
W01000025,W06000001,43,Llanfihangel Ysgeifiog,Llanfihangel Ysgeifiog,,
W01000026,W06000001,32,Llangoed,Llangoed,,
W01000027,W06000001,44,Llanidan,Llanidan,,
W01000028,W06000001,5,Llannerch-y-medd,Llannerch-y-medd,,
W01000029,W06000001,9,London Road,London Road,,
W01000030,W06000001,10,Maeshyfryd,Maeshyfryd,,
W01000031,W06000001,6,Mechell,Mechell,,
W01000032,W06000001,28,Moelfre,Moelfre,,
W01000033,W06000001,11,Morawelon,Morawelon,,
W01000034,W06000001,15,Parc a'r Mynydd,Parc a'r Mynydd,,
W01000035,W06000001,33,Pentraeth,Pentraeth,,
W01000036,W06000001,12,Porthyfelin 1,Porthyfelin 1,,
W01000037,W06000001,13,Porthyfelin 2,Porthyfelin 2,,
W01000038,W06000001,45,Rhosyr,Rhosyr,,
W01000039,W06000001,16,Trearddur 1,Trearddur 1,,
W01000040,W06000001,17,Trearddur 2,Trearddur 2,,
W01000041,W06000001,37,Tudur,Tudur,,
W01000042,W06000001,41,Tysilio,Tysilio,,
W01000043,W06000001,18,Fali 1,Valley 1,,
W01000044,W06000001,19,Fali 2,Valley 2,,
W01000047,W06000002,108,Abererch,Abererch,,
W01000048,W06000002,94,Abermaw 1,Abermaw 1,,
W01000049,W06000002,95,Abermaw 2,Abermaw 2,,
W01000050,W06000002,57,Arllechwedd,Arllechwedd,,
W01000051,W06000002,90,Y Bala,Bala,,
W01000052,W06000002,66,Bethel a Chwm-y-Glo 1,Bethel & Cwm-y-Glo 1,,
W01000053,W06000002,67,Bethel a Chwm-y-Glo 2,Bethel & Cwm-y-Glo 2,,
W01000054,W06000002,74,Bontnewydd,Bontnewydd,,
W01000056,W06000002,82,Bowydd a Rhiw,Bowydd and Rhiw,,
W01000057,W06000002,96,Brithdir a Llanfachreth/Ganllwyd/Llanelltyd,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,,
W01000059,W06000002,70,Cadnant (Gwynedd),Cadnant (Gwynedd),,
W01000060,W06000002,91,Corris/Mawddwy,Corris/Mawddwy,,
W01000061,W06000002,109,Cricieth,Criccieth,,
W01000062,W06000002,47,Deiniol,Deiniol,,
W01000063,W06000002,62,Deiniolen,Deiniolen,,
W01000064,W06000002,52,Dewi,Dewi,,
W01000065,W06000002,83,Diffwys a Maenofferen,Diffwys and Maenofferen,,
W01000066,W06000002,103,Dolbenmaen,Dolbenmaen,,
W01000067,W06000002,97,Dolgellau Gogledd,Dolgellau North,,
W01000068,W06000002,98,Dolgellau De,Dolgellau South,,
W01000069,W06000002,86,Dyffryn Ardudwy,Dyffryn Ardudwy,,
W01000070,W06000002,112,Efail-Newydd/Buan,Efail-newydd/Buan,,
W01000071,W06000002,58,Gerlan,Gerlan,,
W01000072,W06000002,53,Glyder,Glyder,,
W01000073,W06000002,78,Y Groeslon,Groeslon,,
W01000074,W06000002,87,Harlech,Harlech,,
W01000075,W06000002,54,Hendre (Gwynedd),Hendre (Gwynedd),,
W01000076,W06000002,48,Hirael a Garth 1,Hirael & Garth 1,,
W01000077,W06000002,49,Hirael a Garth 2,Hirael & Garth 2,,
W01000078,W06000002,110,Llanaelhaearn,Llanaelhaearn,,
W01000079,W06000002,88,Llanbedr,Llanbedr,,
W01000080,W06000002,117,Llanbedrog ac Aber-soch,Llanbedrog & Abersoch,,
W01000081,W06000002,63,Llanberis,Llanberis,,
W01000082,W06000002,92,Llandderfel a Llanuwchllyn 1,Llandderfel & Llanuwchllyn 1,,
W01000083,W06000002,93,Llandderfel a Llanuwchllyn 2,Llandderfel & Llanuwchllyn 2,,
W01000084,W06000002,118,Llanengan,Llanengan,,
W01000085,W06000002,99,Llangelynnin,Llangelynin,,
W01000086,W06000002,79,Llanllyfni a Chlynnog,Llanllyfni & Clynnog,,
W01000087,W06000002,68,Llanrug,Llanrug,,
W01000088,W06000002,75,Llanwnda,Llanwnda,,
W01000089,W06000002,111,Llanystumdwy,Llanystumdwy,,
W01000090,W06000002,55,Marchog 1,Marchog 1,,
W01000091,W06000002,50,Marchog 2,Marchog 2,,
W01000092,W06000002,51,Menai (Bangor),Menai (Bangor),,
W01000093,W06000002,71,Menai (Caernarfon),Menai (Caernarfon),,
W01000094,W06000002,113,Morfa Nefyn,Morfa Nefyn,,
W01000095,W06000002,114,Nefyn,Nefyn,,
W01000096,W06000002,59,Ogwen 1,Ogwen 1,,
W01000097,W06000002,60,Ogwen 2,Ogwen 2,,
W01000098,W06000002,72,Peblig (Caernarfon),Peblig (Caernarfon),,
W01000099,W06000002,64,Penisa'r-waun,Penisarwaun,,
W01000100,W06000002,104,Penrhyndeudraeth 1,Penrhyndeudraeth 1,,
W01000101,W06000002,89,Penrhyndeudraeth 2,Penrhyndeudraeth 2,,
W01000102,W06000002,56,Pentir 1,Pentir 1,,
W01000103,W06000002,65,Pentir 2,Pentir 2,,
W01000104,W06000002,80,Pen-y-groes (Gwynedd),Penygroes (Gwynedd),,
W01000105,W06000002,105,Porthmadog Dwyrain,Porthmadog East,,
W01000106,W06000002,106,Porthmadog Gorllewin,Porthmadog West,,
W01000107,W06000002,107,Porthmadog - Tremadog,Porthmadog - Tremadog,,
W01000108,W06000002,115,Pwllheli Gogledd,Pwllheli North,,
W01000109,W06000002,116,Pwllheli De,Pwllheli South,,
W01000110,W06000002,73,Seiont 1,Seiont 1,,
W01000111,W06000002,76,Seiont 2,Seiont 2,,
W01000112,W06000002,81,Talysarn,Talysarn,,
W01000113,W06000002,84,Teigl,Teigl,,
W01000114,W06000002,85,Trawsfynydd,Trawsfynydd,,
W01000115,W06000002,61,Tregarth a Mynydd Llandygai,Tregarth & Mynydd Llandygai,,
W01000116,W06000002,100,Tywyn 1,Tywyn 1,,
W01000117,W06000002,101,Tywyn 2,Tywyn 2,,
W01000118,W06000002,77,Waunfawr,Waunfawr,,
W01000119,W06000002,69,Y Felinheli,Y Felinheli,,
W01000121,W06000003,186,Betws-y-Coed,Betws-y-Coed,,
W01000122,W06000003,182,Betws yn Rhos,Betws yn Rhos,,
W01000123,W06000003,177,Bryn,Bryn,,
W01000124,W06000003,173,Caerhun,Caerhun,,
W01000125,W06000003,178,Capel Lluo,Capelulo,,
W01000126,W06000003,160,Colwyn 1,Colwyn 1,,
W01000127,W06000003,161,Colwyn 2,Colwyn 2,,
W01000128,W06000003,162,Colwyn 3,Colwyn 3,,
W01000129,W06000003,174,Conwy 1,Conwy 1,,
W01000130,W06000003,175,Conwy 2,Conwy 2,,
W01000131,W06000003,176,Conwy 3,Conwy 3,,
W01000132,W06000003,121,Craig-y-Don 1,Craig-y-Don 1,,
W01000133,W06000003,126,Craig-y-Don 2,Craig-y-Don 2,,
W01000134,W06000003,187,Crwst,Crwst,,
W01000135,W06000003,138,Deganwy 1,Deganwy 1,,
W01000136,W06000003,139,Deganwy 2,Deganwy 2,,
W01000137,W06000003,188,Eglwysbach,Eglwysbach,,
W01000138,W06000003,146,Eirias 1,Eirias 1,,
W01000139,W06000003,142,Eirias 2,Eirias 2,,
W01000140,W06000003,166,Gele 1,Gele 1,,
W01000141,W06000003,167,Gele 2,Gele 2,,
W01000142,W06000003,168,Gele 3,Gele 3,,
W01000143,W06000003,143,Glyn (Conwy) 1,Glyn (Conwy) 1,,
W01000144,W06000003,144,Glyn (Conwy) 2,Glyn (Conwy) 2,,
W01000145,W06000003,147,Glyn (Conwy) 3,Glyn (Conwy) 3,,
W01000146,W06000003,122,Gogarth 1,Gogarth 1,,
W01000147,W06000003,123,Gogarth 2,Gogarth 2,,
W01000148,W06000003,189,Gwyr (Conwy),Gower (Conwy),,
W01000149,W06000003,155,Bae Cinmel 1,Kinmel Bay 1,,
W01000150,W06000003,156,Bae Cinmel 2,Kinmel Bay 2,,
W01000151,W06000003,157,Bae Cinmel 3,Kinmel Bay 3,,
W01000152,W06000003,158,Bae Cinmel 4,Kinmel Bay 4,,
W01000153,W06000003,163,Llanddulas,Llanddulas,,
W01000154,W06000003,130,Llandrillo yn Rhos 1,Llandrillo yn Rhos 1,,
W01000155,W06000003,134,Llandrillo yn Rhos 2,Llandrillo yn Rhos 2,,
W01000156,W06000003,135,Llandrillo yn Rhos 3,Llandrillo yn Rhos 3,,
W01000157,W06000003,136,Llandrillo yn Rhos 4,Llandrillo yn Rhos 4,,
W01000158,W06000003,137,Llandrillo yn Rhos 5,Llandrillo yn Rhos 5,,
W01000159,W06000003,183,Llangernyw,Llangernyw,,
W01000162,W06000003,184,Llansannan,Llansannan,,
W01000163,W06000003,164,Llysfaen 1,Llysfaen 1,,
W01000164,W06000003,165,Llysfaen 2,Llysfaen 2,,
W01000165,W06000003,140,Marl 1,Marl 1,,
W01000166,W06000003,141,Marl 2,Marl 2,,
W01000167,W06000003,151,Mochdre,Mochdre,,
W01000168,W06000003,127,Mostyn (Conwy) 1,Mostyn (Conwy) 1,,
W01000169,W06000003,124,Mostyn (Conwy) 2,Mostyn (Conwy) 2,,
W01000170,W06000003,179,Pandy,Pandy,,
W01000171,W06000003,180,Pant-yr-afon/Penmaenan 1,Pant-yr-afon/Penmaenan 1,,
W01000172,W06000003,181,Pant-yr-afon/Penmaenan 2,Pant-yr-afon/Penmaenan 2,,
W01000173,W06000003,131,Penrhyn 1,Penrhyn 1,,
W01000174,W06000003,132,Penrhyn 2,Penrhyn 2,,
W01000175,W06000003,133,Penrhyn 3,Penrhyn 3,,
W01000176,W06000003,152,Pen-sarn 1,Pensarn 1,,
W01000177,W06000003,153,Pen-sarn 2,Pensarn 2,,
W01000178,W06000003,169,Pentre Mawr 1,Pentre Mawr 1,,
W01000179,W06000003,170,Pentre Mawr 2,Pentre Mawr 2,,
W01000180,W06000003,148,Rhiw 1,Rhiw 1,,
W01000181,W06000003,149,Rhiw 2,Rhiw 2,,
W01000182,W06000003,145,Rhiw 3,Rhiw 3,,
W01000183,W06000003,150,Rhiw 4,Rhiw 4,,
W01000184,W06000003,159,Tywyn,Towyn,,
W01000185,W06000003,190,Trefriw,Trefriw,,
W01000186,W06000003,125,Tudno 1,Tudno 1,,
W01000187,W06000003,128,Tudno 2,Tudno 2,,
W01000188,W06000003,129,Tudno 3,Tudno 3,,
W01000189,W06000003,191,Uwch Conwy,Uwch Conwy,,
W01000190,W06000003,185,Uwchaled,Uwchaled,,
W01000191,W06000004,219,Bodelwyddan,Bodelwyddan,,
W01000192,W06000004,246,Corwen 1,Corwen 1,,
W01000193,W06000004,243,Corwen 2,Corwen 2,,
W01000194,W06000004,230,Dinbych Canol,Denbigh Central,,
W01000195,W06000004,233,Dinbych-Isaf 1,Denbigh Lower 1,,
W01000196,W06000004,234,Dinbych-Isaf 2,Denbigh Lower 2,,
W01000197,W06000004,235,Dinbych-Isaf 3,Denbigh Lower 3,,
W01000198,W06000004,231,Dinbych Uchaf/Henllan 1,Denbigh Upper/Henllan 1,,
W01000199,W06000004,232,Dinbych Uchaf/Henllan 2,Denbigh Upper/Henllan 2,,
W01000200,W06000004,203,Diserth 1,Dyserth 1,,
W01000201,W06000004,204,Diserth 2,Dyserth 2,,
W01000202,W06000004,244,Efenechdyd,Efenechtyd,,
W01000203,W06000004,237,Llanarmon-yn-I?l/Llandegla,Llanarmon-yn-Ial/Llandegla,,
W01000204,W06000004,238,Llanbedr Dyffryn Clwyd/Llangynhafal,Llanbedr Dyffryn Clwyd/Llangynhafal,,
W01000205,W06000004,247,Llandrillo,Llandrillo,,
W01000206,W06000004,239,Llandyrnog,Llandyrnog,,
W01000207,W06000004,245,Llanfair Dyffryn Clwyd/Gwyddelwern,Llanfair Dyffryn Clwyd/Gwyddelwern,,
W01000208,W06000004,248,Llangollen 1,Llangollen 1,,
W01000209,W06000004,249,Llangollen 2,Llangollen 2,,
W01000210,W06000004,250,Llangollen 3,Llangollen 3,,
W01000211,W06000004,236,Llanrhaeadr-yng-Nghinmeirch,Llanrhaeadr-yng-Nghinmeirch,,
W01000212,W06000004,200,Prestatyn Canol 1,Prestatyn Central 1,,
W01000213,W06000004,196,Prestatyn Canol 2,Prestatyn Central 2,,
W01000214,W06000004,197,Prestatyn Dwyrain 1,Prestatyn East 1,,
W01000215,W06000004,198,Prestatyn Dwyrain 2,Prestatyn East 2,,
W01000216,W06000004,199,Prestatyn Dwyrain 3,Prestatyn East 3,,
W01000217,W06000004,205,Prestatyn Allt Melyd,Prestatyn Meliden,,
W01000218,W06000004,193,Prestatyn Gogledd 1,Prestatyn North 1,,
W01000219,W06000004,194,Prestatyn Gogledd 2,Prestatyn North 2,,
W01000220,W06000004,195,Prestatyn Gogledd 3,Prestatyn North 3,,
W01000221,W06000004,201,Prestatyn De Orllewin 1,Prestatyn South West 1,,
W01000222,W06000004,202,Prestatyn De Orllewin 2,Prestatyn South West 2,,
W01000223,W06000004,220,Rhuddlan 1,Rhuddlan 1,,
W01000224,W06000004,221,Rhuddlan 2,Rhuddlan 2,,
W01000225,W06000004,222,Rhuddlan 3,Rhuddlan 3,,
W01000226,W06000004,210,Rhyl Dwyrain 1,Rhyl East 1,,
W01000227,W06000004,211,Rhyl Dwyrain 2,Rhyl East 2,,
W01000228,W06000004,212,Rhyl Dwyrain 3,Rhyl East 3,,
W01000229,W06000004,223,Rhyl De 1,Rhyl South 1,,
W01000230,W06000004,224,Rhyl De 2,Rhyl South 2,,
W01000231,W06000004,225,Rhyl De Ddwyrain 1,Rhyl South East 1,,
W01000232,W06000004,226,Rhyl De Ddwyrain 2,Rhyl South East 2,,
W01000233,W06000004,227,Rhyl De Ddwyrain 3,Rhyl South East 3,,
W01000234,W06000004,228,Rhyl De Ddwyrain 4,Rhyl South East 4,,
W01000235,W06000004,229,Rhyl De Ddwyrain 5,Rhyl South East 5,,
W01000236,W06000004,216,Rhyl De Orllewin 1,Rhyl South West 1,,
W01000237,W06000004,217,Rhyl De Orllewin 2,Rhyl South West 2,,
W01000238,W06000004,218,Rhyl De Orllewin 3,Rhyl South West 3,,
W01000239,W06000004,213,Rhyl Gorllewin 1,Rhyl West 1,,
W01000240,W06000004,214,Rhyl Gorllewin 2,Rhyl West 2,,
W01000241,W06000004,215,Rhyl Gorllewin 3,Rhyl West 3,,
W01000242,W06000004,240,Rhuthun 1,Ruthin 1,,
W01000243,W06000004,241,Rhuthun 2,Ruthin 2,,
W01000244,W06000004,242,Rhuthun 3,Ruthin 3,,
W01000245,W06000004,207,Llanelwy Dwyrain,St. Asaph East,,
W01000246,W06000004,208,Llanelwy Gorllewin,St. Asaph West,,
W01000247,W06000004,209,Trefnant,Trefnant,,
W01000248,W06000004,206,Tremeirchion,Tremeirchion,,
W01000249,W06000005,324,Argoed (Sir y Fflint) 1,Argoed (Flintshire) 1,,
W01000250,W06000005,325,Argoed (Sir y Fflint) 2,Argoed (Flintshire) 2,,
W01000251,W06000005,303,Aston 1,Aston 1,,
W01000252,W06000005,281,Aston 2,Aston 2,,
W01000253,W06000005,267,Bagillt Dwyrain,Bagillt East,,
W01000254,W06000005,268,Bagillt Gorllewin,Bagillt West,,
W01000255,W06000005,309,Brychdyn Gogledd Ddwyrain,Broughton North East,,
W01000256,W06000005,310,Brychdyn De 1,Broughton South 1,,
W01000257,W06000005,311,Brychdyn De 2,Broughton South 2,,
W01000258,W06000005,258,Brynffordd,Brynford,,
W01000259,W06000005,315,Bwcle Dwyrain Bistre 1,Buckley Bistre East 1,,
W01000260,W06000005,316,Bwcle Dwyrain Bistre 2,Buckley Bistre East 2,,
W01000261,W06000005,326,Bwcle Gorllewin Bistre 1,Buckley Bistre West 1,,
W01000262,W06000005,317,Bwcle Gorllewin Bistre 2,Buckley Bistre West 2,,
W01000263,W06000005,318,Bwcle Gorllewin Bistre 3,Buckley Bistre West 3,,
W01000264,W06000005,263,Mynydd Bwcle 1,Buckley Mountain 1,,
W01000265,W06000005,264,Mynydd Bwcle 2,Buckley Mountain 2,,
W01000266,W06000005,319,Bwcle Pontrobin 1,Buckley Pentrobin 1,,
W01000267,W06000005,320,Bwcle Pontrobin 2,Buckley Pentrobin 2,,
W01000268,W06000005,304,Bwcle Pontrobin 3,Buckley Pentrobin 3,,
W01000269,W06000005,340,Caergwrle,Caergwrle,,
W01000270,W06000005,259,Caerwys 1,Caerwys 1,,
W01000271,W06000005,260,Caerwys 2,Caerwys 2,,
W01000272,W06000005,261,Cilcain,Cilcain,,
W01000273,W06000005,285,Cei Connah Canol 1,Connah's Quay Central 1,,
W01000274,W06000005,286,Cei Connah Canol 2,Connah's Quay Central 2,,
W01000275,W06000005,287,Cei Connah Golftyn 1,Connah's Quay Golftyn 1,,
W01000276,W06000005,289,Cei Connah Golftyn 2,Connah's Quay Golftyn 2,,
W01000277,W06000005,290,Cei Connah Golftyn 3,Connah's Quay Golftyn 3,,
W01000278,W06000005,288,Cei Connah Golftyn 4,Connah's Quay Golftyn 4,,
W01000279,W06000005,291,Cei Connah De 1,Connah's Quay South 1,,
W01000280,W06000005,282,Cei Connah De 2,Connah's Quay South 2,,
W01000281,W06000005,292,Cei Connah De 3,Connah's Quay South 3,,
W01000282,W06000005,283,Cei Connah De 4,Connah's Quay South 4,,
W01000283,W06000005,293,Cei Connah Gwepre,Connah's Quay Wepre,,
W01000284,W06000005,305,Ewlo 1,Ewloe 1,,
W01000285,W06000005,306,Ewlo 2,Ewloe 2,,
W01000286,W06000005,307,Ewlo 3,Ewloe 3,,
W01000287,W06000005,252,Ffynongroyw,Ffynnongroyw,,
W01000288,W06000005,273,Y Fflint Castell,Flint Castle,,
W01000289,W06000005,277,Y Fflint Cwnsyllt 1,Flint Coleshill 1,,
W01000290,W06000005,274,Y Fflint Cwnsyllt 2,Flint Coleshill 2,,
W01000291,W06000005,278,Y Fflint Cwnsyllt 3,Flint Coleshill 3,,
W01000292,W06000005,275,Y Fflint Oakenholt 1,Flint Oakenholt 1,,
W01000293,W06000005,276,Y Fflint Oakenholt 2,Flint Oakenholt 2,,
W01000294,W06000005,279,Y Fflint Trelawny 1,Flint Trelawny 1,,
W01000295,W06000005,280,Y Fflint Trelawny 2,Flint Trelawny 2,,
W01000296,W06000005,269,Maes-glas 1,Greenfield 1,,
W01000297,W06000005,270,Maes-glas 2,Greenfield 2,,
W01000298,W06000005,253,Gronant,Gronant,,
W01000299,W06000005,336,Gwernaffield,Gwernaffield,,
W01000300,W06000005,337,Gwernymynydd,Gwernymynydd,,
W01000301,W06000005,262,Helygain,Halkyn,,
W01000302,W06000005,308,Penarl?g,Hawarden,,
W01000303,W06000005,321,Kinnerton Uchaf,Higher Kinnerton,,
W01000304,W06000005,271,Treffynnon Canol,Holywell Central,,
W01000305,W06000005,272,Treffynnon Dwyrain,Holywell East,,
W01000306,W06000005,255,Treffynnon Gorllewin,Holywell West,,
W01000307,W06000005,341,Yr H?b 1,Hope 1,,
W01000308,W06000005,342,Yr H?b 2,Hope 2,,
W01000309,W06000005,338,Coed-llai,Leeswood,,
W01000310,W06000005,343,Llanfynydd,Llanfynydd,,
W01000311,W06000005,300,Mancot 1,Mancot 1,,
W01000312,W06000005,301,Mancot 2,Mancot 2,,
W01000313,W06000005,329,Yr Wyddgrug Broncoed 1,Mold Broncoed 1,,
W01000314,W06000005,330,Yr Wyddgrug Broncoed 2,Mold Broncoed 2,,
W01000315,W06000005,331,Yr Wyddgrug Dwyrain,Mold East,,
W01000316,W06000005,332,Yr Wyddgrug De 1,Mold South 1,,
W01000317,W06000005,333,Yr Wyddgrug De 2,Mold South 2,,
W01000318,W06000005,334,Yr Wyddgrug Gorllewin 1,Mold West 1,,
W01000319,W06000005,335,Yr Wyddgrug Gorllewin 2,Mold West 2,,
W01000320,W06000005,256,Mostyn (Sir y Fflint),Mostyn (Flintshire),,
W01000321,W06000005,327,Pentre'r Diawl 1,New Brighton 1,,
W01000322,W06000005,328,Pentre'r Diawl 2,New Brighton 2,,
W01000323,W06000005,265,Llaneurgain 1,Northop 1,,
W01000324,W06000005,266,Llaneurgain 2,Northop 2,,
W01000325,W06000005,284,Pentre'r Moch,Northop Hall,,
W01000326,W06000005,322,Pen-y-ffordd 1,Penyffordd 1,,
W01000327,W06000005,323,Pen-y-ffordd 2,Penyffordd 2,,
W01000328,W06000005,302,Queensferry,Queensferry,,
W01000329,W06000005,312,Saltney Cyffordd yr Wyddgrug,Saltney Mold Junction,,
W01000330,W06000005,313,Saltney Stonebridge 1,Saltney Stonebridge 1,,
W01000331,W06000005,314,Saltney Stonebridge 2,Saltney Stonebridge 2,,
W01000332,W06000005,294,Sealand 1,Sealand 1,,
W01000333,W06000005,295,Sealand 2,Sealand 2,,
W01000334,W06000005,296,Shotton Dwyrain,Shotton East,,
W01000335,W06000005,297,Shotton Uchaf 1,Shotton Higher 1,,
W01000336,W06000005,298,Shotton Uchaf 2,Shotton Higher 2,,
W01000337,W06000005,299,Shotton Gorllewin,Shotton West,,
W01000338,W06000005,254,Trelawnyd a Gwaenysgor,Trelawnyd and Gwaenysgor,,
W01000339,W06000005,339,Treuddyn,Treuddyn,,
W01000340,W06000005,257,Chwitffordd,Whitford,,
W01000341,W06000006,377,Acton 1,Acton 1,,
W01000342,W06000006,378,Acton 2,Acton 2,,
W01000343,W06000006,367,Parc Borras 1,Borras Park 1,,
W01000344,W06000006,368,Parc Borras 2,Borras Park 2,,
W01000345,W06000006,422,Bronington 1,Bronington 1,,
W01000346,W06000006,423,Bronington 2,Bronington 2,,
W01000347,W06000006,395,Brymbo 1,Brymbo 1,,
W01000348,W06000006,396,Brymbo 2,Brymbo 2,,
W01000349,W06000006,385,Brynyffynnon 1,Brynyffynnon 1,,
W01000350,W06000006,386,Brynyffynnon 2,Brynyffynnon 2,,
W01000351,W06000006,354,Bryn Cefn,Bryn Cefn,,
W01000352,W06000006,380,Cartrefle 1,Cartrefle 1,,
W01000353,W06000006,381,Cartrefle 2,Cartrefle 2,,
W01000354,W06000006,417,Cefn 1,Cefn 1,,
W01000355,W06000006,418,Cefn 2,Cefn 2,,
W01000356,W06000006,419,Cefn 3,Cefn 3,,
W01000359,W06000006,426,Y Waun Gogledd 1,Chirk North 1,,
W01000360,W06000006,427,Y Waun Gogledd 2,Chirk North 2,,
W01000361,W06000006,428,Y Waun De,Chirk South,,
W01000362,W06000006,397,Coedpoeth 1,Coedpoeth 1,,
W01000363,W06000006,398,Coedpoeth 2,Coedpoeth 2,,
W01000364,W06000006,399,Coedpoeth 3,Coedpoeth 3,,
W01000365,W06000006,387,Erddig,Erddig,,
W01000366,W06000006,404,Esclusham 1,Esclusham 1,,
W01000367,W06000006,405,Esclusham 2,Esclusham 2,,
W01000368,W06000006,371,Garden Village,Garden Village,,
W01000369,W06000006,358,Gresffordd Dwyrain a Gorllewin 1,Gresford East and West 1,,
W01000370,W06000006,359,Gresffordd Dwyrain a Gorllewin 2,Gresford East and West 2,,
W01000371,W06000006,372,Grosvenor 1,Grosvenor 1,,
W01000372,W06000006,373,Grosvenor 2,Grosvenor 2,,
W01000373,W06000006,355,Gwenfro,Gwenfro,,
W01000374,W06000006,345,Gwersyllt Dwyrain a De 1,Gwersyllt East and South 1,,
W01000375,W06000006,346,Gwersyllt Dwyrain a De 2,Gwersyllt East and South 2,,
W01000376,W06000006,347,Gwersyllt Dwyrain a De 3,Gwersyllt East and South 3,,
W01000377,W06000006,350,Gwersyllt Gogledd 1,Gwersyllt North 1,,
W01000378,W06000006,351,Gwersyllt Gogledd 2,Gwersyllt North 2,,
W01000379,W06000006,352,Gwersyllt Gorllewin 1,Gwersyllt West 1,,
W01000380,W06000006,353,Gwersyllt Gorllewin 2,Gwersyllt West 2,,
W01000381,W06000006,389,Hermitage 1,Hermitage 1,,
W01000382,W06000006,390,Hermitage 2,Hermitage 2,,
W01000383,W06000006,360,Holt 1,Holt 1,,
